geometry_id,geometry_family,geometry_label,method,load_case,load_type,point_load_N,distributed_load_Nmm,max_von_mises_MPa,tip_deflection_mm,safety_factor,material_efficiency_index,stress_uniformity_MPa,mass_g,moment_of_inertia_mm4,area_mm2
IB-1.0,I-beam,bf/h=1.0,analytical,C1000+50,combined,1000.0,50.0,4667.165657342167,128.35040636032116,0.053565700974575796,0.0002676657351690599,1411.8511328214656,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,C1000+100,combined,1000.0,100.0,8989.166693337507,244.32968921603302,0.02781125420505243,0.00013897176117049628,2725.088241066056,785.477364864865,16840.292092768446,200.12162162162167
HR-0.1,Hollow rectangle,t/h=0.1,analytical,P100,point,100.0,0.0,38.79618279296578,1.371059369079609,6.443932933662949,0.0322017747934295,11.416350687450043,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,P500,point,500.0,0.0,193.98091396482891,6.855296845398045,1.2887865867325896,0.006440354958685899,57.081753437250214,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,P1000,point,1000.0,0.0,387.96182792965783,13.71059369079609,0.6443932933662948,0.0032201774793429493,114.16350687450043,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,P5000,point,5000.0,0.0,1939.8091396482891,68.55296845398045,0.12887865867325898,0.00064403549586859,570.8175343725022,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,UDL10,udl,0.0,10.0,971.1610617974612,25.70736317024267,0.25742382992301055,0.0012864044804592417,295.12609813056946,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,UDL50,udl,0.0,50.0,4855.8053089873065,128.53681585121336,0.05148476598460211,0.0002572808960918483,1475.6304906528471,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,UDL100,udl,0.0,100.0,9711.610617974613,257.0736317024267,0.025742382992301055,0.00012864044804592416,2951.2609813056943,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,TRI10,tri,0.0,10.0,324.4172034292893,6.855296845398046,0.770612647410021,0.003850923834919593,94.23422041518812,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,TRI50,tri,0.0,50.0,1622.0860171464467,34.27648422699023,0.1541225294820042,0.0007701847669839186,471.17110207594055,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,TRI100,tri,0.0,100.0,3244.1720342928934,68.55296845398045,0.0770612647410021,0.0003850923834919593,942.3422041518811,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,C500+50,combined,500.0,50.0,5049.70588237513,135.39211269661138,0.04950783388643864,0.0002474017240299543,1530.901695176207,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,C1000+50,combined,1000.0,50.0,5243.61239873467,142.24740954200945,0.04767705562301424,0.00023825291538430207,1586.3011406392386,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.1,Hollow rectangle,t/h=0.1,analytical,C1000+100,combined,1000.0,100.0,10099.41176475026,270.78422539322275,0.02475391694321932,0.00012370086201497714,3061.803390352414,785.4361111111114,15195.062885802481,200.11111111111117
HR-0.2,Hollow rectangle,t/h=0.2,analytical,P100,point,100.0,0.0,62.428070821060906,2.9406288865694674,4.00460877153454,0.02001835205640948,18.364221510658837,785.1839843749999,7084.652343750002,200.046875
